policy,sigma,episode,reset_seed,reward,steps,success,max_force,mean_force,violation_rate,pre_frac,contact_frac,manip_frac,manip_entered,near_object_frac,safe_contact_ratio,safe_contact_per_near,contact_avoidance_index,grasp_detected_frac,lift_active_frac,close_active_frac,min_dist
SACV_2M,0.01,20,20,15.994981037014895,500,0.0,45.70424966689091,0.37851175735400344,0.028,0.01,0.022,0.01,0.0,0.042,0.36363636363636365,0.19047619047619047,0.8095238095238095,0.0,0.0,0.0,0.0038858685654276845
SACV_2M,0.01,21,21,25.82568524420158,500,0.0,70.26327632680061,0.8336978499140116,0.006,0.054,0.09,0.004,0.0,0.148,0.35555555555555557,0.21621621621621623,0.7837837837837838,0.0,0.0,0.0,0.02095152319167976
SACV_2M,0.01,22,22,31.250320743456413,500,0.0,96.85589421063507,2.1283063853854607,0.144,0.038,0.08,0.014,0.0,0.132,0.45,0.2727272727272727,0.7272727272727273,0.0,0.0,0.0,0.013223381528767742
SACV_2M,0.01,23,23,2186.865801225501,500,1.0,41.21872266696856,6.344281408282567,0.182,0.01,0.022,0.948,1.0,0.98,0.45454545454545453,0.01020408163265306,0.9897959183673469,0.0,0.0,0.0,0.0064558720920483165
SACV_2M,0.01,24,24,2089.9631527031415,500,0.0,39.295441178113144,6.02799659339056,0.02,0.004,0.02,0.88,1.0,0.904,0.1,0.0022123893805309734,0.9977876106194691,0.0,0.0,0.0,0.01812722459546881
SACV_2M,0.01,25,25,2134.1967096077387,500,1.0,21.904149706839025,5.556392859832975,0.0,0.008,0.022,0.956,1.0,0.986,0.2727272727272727,0.006085192697768763,0.9939148073022313,0.0,0.0,0.0,0.0039059591349587743
SACV_2M,0.01,26,26,2089.453376586462,500,1.0,44.26727613113128,5.3093164772359405,0.006,0.02,0.024,0.938,1.0,0.982,0.16666666666666666,0.004073319755600814,0.9959266802443992,0.0,0.0,0.0,0.008725697523874804
SACV_2M,0.01,27,27,2145.4715526410755,500,1.0,41.008094255566,5.327856042606711,0.0,0.008,0.022,0.954,1.0,0.984,0.18181818181818182,0.0040650406504065045,0.9959349593495935,0.0,0.0,0.0,0.006463446919573942
SACV_2M,0.01,28,28,146.72350274207875,500,0.0,38.32962185837254,1.0127758558035074,0.018,0.008,0.024,0.072,1.0,0.104,0.25,0.057692307692307696,0.9423076923076923,0.0,0.0,0.0,0.026770766209665835
SACV_2M,0.01,29,29,2148.013407181494,500,1.0,49.98749683918823,6.055586169070928,0.002,0.006,0.026,0.954,1.0,0.986,0.15384615384615385,0.004056795131845842,0.9959432048681541,0.0,0.0,0.0,0.004641500727058212
M4_1_baseline,0.01,0,0,48.47042068332302,500,0.0,0.0,0.0,0.01,0.948,0.0,0.0,0.0,0.948,0.0,0.0,1.0,0.0,0.0,0.0,0.09500389778976873
M4_1_baseline,0.01,1,1,2087.3956871377795,500,1.0,46.30183545287965,5.867900582848191,0.008,0.008,0.038,0.928,1.0,0.974,0.5263157894736842,0.02053388090349076,0.9794661190965093,0.0,0.0,0.0,0.011107793133416458
M4_1_baseline,0.01,2,2,1423.482675392561,500,0.0,40.01798850731748,5.704449688769569,0.008,0.008,0.02,0.644,1.0,0.672,0.2,0.005952380952380952,0.9940476190476191,0.0,0.0,0.0,0.018892643311342324
M4_1_baseline,0.01,3,3,2130.0003133893742,500,1.0,44.00739780411674,5.992514681488191,0.07,0.006,0.022,0.942,1.0,0.97,0.09090909090909091,0.002061855670103093,0.9979381443298969,0.0,0.0,0.0,0.004167991978508821
M4_1_baseline,0.01,4,4,7.788189755493549,500,0.0,53.028219100594995,0.45925530978321016,0.004,0.018,0.028,0.0,0.0,0.046,0.14285714285714285,0.08695652173913043,0.9130434782608696,0.0,0.0,0.0,0.020700119287295603
M4_1_baseline,0.01,5,5,2132.066511922369,500,1.0,27.848417225509994,7.196003601899706,0.002,0.008,0.028,0.94,1.0,0.976,0.5,0.014344262295081968,0.985655737704918,0.0,0.0,0.0,0.011920966389378134
M4_1_baseline,0.01,6,6,4.96149872677588,500,0.0,0.0,0.0,0.016,0.024,0.0,0.0,0.0,0.024,0.0,0.0,1.0,0.0,0.0,0.0,0.0822635345270064
M4_1_baseline,0.01,7,7,2107.193269951331,500,1.0,40.72485645757711,6.114804330567622,0.0,0.01,0.028,0.948,1.0,0.986,0.42857142857142855,0.012170385395537525,0.9878296146044625,0.0,0.0,0.0,0.008265566793119154
M4_1_baseline,0.01,8,8,2070.326950285276,500,1.0,66.08355665385724,7.933803274886499,0.018,0.008,0.044,0.926,1.0,0.978,0.3181818181818182,0.014314928425357873,0.9856850715746421,0.0,0.0,0.0,0.007538590413786583
M4_1_baseline,0.01,9,9,2114.024135073439,500,1.0,56.754597565195176,6.399007203324905,0.006,0.008,0.034,0.94,1.0,0.982,0.23529411764705882,0.008146639511201629,0.9918533604887984,0.0,0.0,0.0,0.004133855935910168
M4_1_baseline,0.01,10,10,1274.2804181205813,500,0.0,43.805748021142556,5.103259712791355,0.006,0.022,0.026,0.574,1.0,0.622,0.23076923076923078,0.00964630225080386,0.9903536977491961,0.0,0.0,0.0,0.01967132599678761
M4_1_baseline,0.01,11,11,1511.8399157868894,500,0.0,55.623705384420376,4.4455900915389845,0.022,0.008,0.026,0.734,1.0,0.768,0.38461538461538464,0.013020833333333334,0.9869791666666666,0.0,0.0,0.0,0.01850682672248927
M4_1_baseline,0.01,12,12,2197.4503724171827,500,1.0,20.90290541242334,5.375113460714458,0.004,0.008,0.024,0.94,1.0,0.972,0.5,0.012345679012345678,0.9876543209876543,0.0,0.0,0.0,0.007149612665203006
M4_1_baseline,0.01,13,13,2120.0876428582974,500,1.0,55.570242916093115,5.596457607894642,0.002,0.006,0.036,0.93,1.0,0.972,0.5555555555555556,0.0205761316872428,0.9794238683127572,0.0,0.0,0.0,0.006679367255356313
M4_1_baseline,0.01,14,14,2142.9867463074124,500,1.0,60.37916856176715,6.924529299377665,0.006,0.008,0.04,0.924,1.0,0.972,0.45,0.018518518518518517,0.9814814814814815,0.0,0.0,0.0,0.0040524352124861746
M4_1_baseline,0.01,15,15,1901.9042510994896,500,1.0,75.74564989612337,6.535264116104544,0.014,0.008,0.13,0.846,1.0,0.984,0.3384615384615385,0.044715447154471545,0.9552845528455285,0.0,0.0,0.0,0.008996274895600122
M4_1_baseline,0.01,16,16,2148.1482947462496,500,1.0,20.467128285897278,5.977554750604516,0.002,0.008,0.028,0.944,1.0,0.98,0.42857142857142855,0.012244897959183673,0.9877551020408163,0.0,0.0,0.0,0.005590330540520241
M4_1_baseline,0.01,17,17,2157.6559595648378,500,1.0,51.05598032599655,5.103342581309379,0.004,0.006,0.028,0.932,1.0,0.966,0.2857142857142857,0.008281573498964804,0.9917184265010351,0.0,0.0,0.0,0.010087089078157911
M4_1_baseline,0.01,18,18,2080.4531377171297,500,1.0,53.99861991249093,5.471331601273847,0.002,0.01,0.036,0.932,1.0,0.978,0.5555555555555556,0.02044989775051125,0.9795501022494888,0.0,0.0,0.0,0.011150977015705403
M4_1_baseline,0.01,19,19,2116.968312662507,500,1.0,36.11943212461463,7.8754256262152476,0.002,0.006,0.024,0.946,1.0,0.976,0.3333333333333333,0.00819672131147541,0.9918032786885246,0.0,0.0,0.0,0.004273271853040656
M4_1_baseline,0.01,20,20,46.76520372484452,500,0.0,0.0,0.0,0.008,0.958,0.0,0.0,0.0,0.958,0.0,0.0,1.0,0.0,0.0,0.0,0.10155137712073707
M4_1_baseline,0.01,21,21,24.501536727316015,500,0.0,36.97688285847663,0.10824173774653645,0.008,0.106,0.036,0.0,0.0,0.142,0.1111111111111111,0.028169014084507043,0.971830985915493,0.0,0.0,0.0,0.04347599102351442
M4_1_baseline,0.01,22,22,5.762877247343913,500,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1668344256107103
M4_1_baseline,0.01,23,23,45.14464004219216,500,0.0,0.0,0.0,0.01,0.952,0.0,0.0,0.0,0.952,0.0,0.0,1.0,0.0,0.0,0.0,0.08734352912913954
M4_1_baseline,0.01,24,24,2166.6650819501283,500,1.0,19.099974781206022,5.038911032505514,0.006,0.01,0.024,0.936,1.0,0.97,0.25,0.006185567010309278,0.9938144329896907,0.0,0.0,0.0,0.009581292216600644
M4_1_baseline,0.01,25,25,648.1094254791175,500,0.0,34.70772891858696,2.5434661264584113,0.034,0.008,0.024,0.292,1.0,0.324,0.25,0.018518518518518517,0.9814814814814815,0.0,0.0,0.0,0.009769334871834652
M4_1_baseline,0.01,26,26,2015.9287595524943,500,1.0,47.146916390158346,5.7566613439542955,0.002,0.008,0.032,0.898,1.0,0.938,0.5,0.017057569296375266,0.9829424307036247,0.0,0.0,0.0,0.007220506559761915
M4_1_baseline,0.01,27,27,2146.9586160769395,500,1.0,43.67908173919464,6.209263820969068,0.002,0.006,0.026,0.942,1.0,0.974,0.15384615384615385,0.004106776180698152,0.9958932238193019,0.0,0.0,0.0,0.013023314642893628
M4_1_baseline,0.01,28,28,2139.3784717720337,500,1.0,43.18516975600977,5.993184787648752,0.002,0.006,0.026,0.944,1.0,0.976,0.07692307692307693,0.0020491803278688526,0.9979508196721312,0.0,0.0,0.0,0.01285860463326765
M4_1_baseline,0.01,29,29,2142.850390202349,500,1.0,29.985650249649154,6.0534220988659735,0.002,0.008,0.028,0.94,1.0,0.976,0.2857142857142857,0.00819672131147541,0.9918032786885246,0.0,0.0,0.0,0.012146458070813167
M4_1_repl0,0.01,0,0,1078.0316289459515,500,0.0,45.95483583746024,3.5104257364340894,0.07,0.006,0.026,0.504,1.0,0.536,0.46153846153846156,0.022388059701492536,0.9776119402985075,0.0,0.0,0.0,0.0047516023723271576
M4_1_repl0,0.01,1,1,2049.100602799927,500,1.0,29.42365258250557,5.500560532669698,0.0,0.008,0.032,0.926,1.0,0.966,0.625,0.020703933747412008,0.979296066252588,0.0,0.0,0.0,0.011319492325101991
M4_1_repl0,0.01,2,2,2082.659458036211,500,1.0,26.315471187241087,6.052904791725926,0.0,0.006,0.04,0.93,1.0,0.976,0.35,0.014344262295081968,0.985655737704918,0.0,0.0,0.0,0.004676973631354431
M4_1_repl0,0.01,3,3,2064.9050546166454,500,1.0,45.853406288464015,7.36839715782901,0.0,0.008,0.044,0.924,1.0,0.976,0.22727272727272727,0.010245901639344262,0.9897540983606558,0.0,0.0,0.0,0.006998882104594658
M4_1_repl0,0.01,4,4,2105.6057302965673,500,1.0,100.82506203918881,7.407636868832663,0.002,0.006,0.02,0.946,1.0,0.972,0.1,0.00205761316872428,0.9979423868312757,0.0,0.0,0.0,0.009538056401557502
M4_1_repl0,0.01,5,5,2134.905138397932,500,1.0,29.043939992000336,5.639648652851236,0.0,0.008,0.024,0.956,1.0,0.988,0.5,0.012145748987854251,0.9878542510121457,0.0,0.0,0.0,0.009744556313834172
M4_1_repl0,0.01,6,6,0.7199356779572494,500,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.20807905022407178
M4_1_repl0,0.01,7,7,2119.2214934862905,500,1.0,61.32499760442475,4.550220501234255,0.002,0.01,0.024,0.948,1.0,0.982,0.16666666666666666,0.004073319755600814,0.9959266802443992,0.0,0.0,0.0,0.01166004033417489
M4_1_repl0,0.01,8,8,1706.3374975300767,500,1.0,62.2518385765255,15.926243865932971,0.002,0.012,0.19,0.77,1.0,0.972,0.7368421052631579,0.1440329218106996,0.8559670781893004,0.0,0.0,0.0,0.01819633040344829
M4_1_repl0,0.01,9,9,2070.799197769755,500,1.0,17.70209836787245,4.932332365659208,0.0,0.014,0.032,0.926,1.0,0.972,0.5625,0.018518518518518517,0.9814814814814815,0.0,0.0,0.0,0.009106216770210795
M4_1_repl0,0.01,10,10,2098.8205398529167,500,1.0,24.64464186197726,5.569883967865683,0.016,0.006,0.032,0.934,1.0,0.972,0.3125,0.0102880658436214,0.9897119341563786,0.0,0.0,0.0,0.0020224532013622893
M4_1_repl0,0.01,11,11,2073.509198482781,500,1.0,56.91965328921724,6.165000381466525,0.002,0.01,0.022,0.944,1.0,0.976,0.18181818181818182,0.004098360655737705,0.9959016393442623,0.0,0.0,0.0,0.0025502677138601426
M4_1_repl0,0.01,12,12,2132.1613959052747,500,1.0,27.389424825427533,5.507748539780814,0.0,0.006,0.018,0.956,1.0,0.98,0.2222222222222222,0.004081632653061225,0.9959183673469387,0.0,0.0,0.0,0.00887814727981819
M4_1_repl0,0.01,13,13,407.12699804846653,500,0.0,55.74209951696539,3.630854427585824,0.022,0.006,0.026,0.244,1.0,0.276,0.23076923076923078,0.021739130434782608,0.9782608695652174,0.0,0.0,0.0,0.004856576360545585
M4_1_repl0,0.01,14,14,1589.4162665936578,500,0.0,34.77385168819677,5.011255061054098,0.006,0.008,0.022,0.73,1.0,0.76,0.5454545454545454,0.015789473684210527,0.9842105263157894,0.0,0.0,0.0,0.01841221255621111
M4_1_repl0,0.01,15,15,2090.8852038804494,500,1.0,77.00055006293402,5.578023493429586,0.002,0.008,0.024,0.938,1.0,0.97,0.25,0.006185567010309278,0.9938144329896907,0.0,0.0,0.0,0.007265134525103672
M4_1_repl0,0.01,16,16,2228.5384329131207,500,1.0,46.99120624879095,7.155292831972704,0.084,0.008,0.032,0.946,1.0,0.986,0.4375,0.014198782961460446,0.9858012170385395,0.0,0.0,0.0,0.0026710343673386314
M4_1_repl0,0.01,17,17,2157.0977184012495,500,1.0,49.32687696402731,9.208570118098915,0.0,0.006,0.024,0.946,1.0,0.976,0.3333333333333333,0.00819672131147541,0.9918032786885246,0.0,0.0,0.0,0.01245231764973085
M4_1_repl0,0.01,18,18,994.579626787672,500,0.0,40.13830096773267,5.610209184609782,0.008,0.008,0.062,0.442,1.0,0.512,0.2903225806451613,0.03515625,0.96484375,0.0,0.0,0.0,0.008827709621356145
M4_1_repl0,0.01,19,19,2096.11523269464,500,1.0,29.819425418990516,7.4245331656563085,0.002,0.006,0.032,0.94,1.0,0.978,0.3125,0.010224948875255624,0.9897750511247444,0.0,0.0,0.0,0.011796225165760467
M4_1_repl0,0.01,20,20,17.306127731111584,500,0.0,42.810038671174674,0.7989486083136432,0.0,0.078,0.09,0.0,0.0,0.168,0.4222222222222222,0.2261904761904762,0.7738095238095238,0.0,0.0,0.0,0.03578245377118281
M4_1_repl0,0.01,21,21,1.6034529232519048,500,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.22962355965304096
M4_1_repl0,0.01,22,22,16.120227651340397,500,0.0,65.13798465916275,0.8507217644129614,0.032,0.064,0.086,0.0,0.0,0.15,0.13953488372093023,0.08,0.92,0.0,0.0,0.0,0.019142453560638924
M4_1_repl0,0.01,23,23,14.911842035483003,500,0.0,81.65396527798079,2.247759706631143,0.19,0.036,0.092,0.0,0.0,0.128,0.34782608695652173,0.25,0.75,0.0,0.0,0.0,0.029186712193349545
M4_1_repl0,0.01,24,24,2116.9147268560714,500,1.0,76.68759209007855,5.248347305357283,0.0,0.006,0.026,0.946,1.0,0.978,0.38461538461538464,0.010224948875255624,0.9897750511247444,0.0,0.0,0.0,0.006087960122774813
M4_1_repl0,0.01,25,25,2073.950824374438,500,1.0,13.396475624717342,4.950022192935243,0.002,0.01,0.042,0.926,1.0,0.978,0.23809523809523808,0.010224948875255624,0.9897750511247444,0.0,0.0,0.0,0.005654132087731078
M4_1_repl0,0.01,26,26,42.50851202030362,500,0.0,52.069492098873866,6.140236865847729,0.006,0.068,0.26,0.0,0.0,0.328,0.5384615384615384,0.4268292682926829,0.5731707317073171,0.0,0.0,0.0,0.021596649409747728
M4_1_repl0,0.01,27,27,2081.495251118657,500,1.0,60.32317103466814,10.580500691208984,0.0,0.008,0.042,0.93,1.0,0.98,0.3333333333333333,0.014285714285714285,0.9857142857142858,0.0,0.0,0.0,0.009328580747405057
M4_1_repl0,0.01,28,28,154.15609520479742,500,0.0,50.216047143771675,0.43793753522519724,0.014,0.006,0.032,0.066,1.0,0.104,0.1875,0.057692307692307696,0.9423076923076923,0.0,0.0,0.0,0.009787758724334567
M4_1_repl0,0.01,29,29,1971.020498090047,500,1.0,32.70540788366624,5.582583345219514,0.054,0.016,0.06,0.87,1.0,0.946,0.2,0.012684989429175475,0.9873150105708245,0.0,0.0,0.0,0.0038266685806703903
SACV_2M,0.02,0,0,2185.365854219847,500,1.0,31.444478591073555,6.22969540608487,0.178,0.006,0.026,0.948,1.0,0.98,0.46153846153846156,0.012244897959183673,0.9877551020408163,0.0,0.0,0.0,0.007247227815152842
SACV_2M,0.02,1,1,2039.1934177734863,500,1.0,55.29907279173083,9.290799683001387,0.014,0.01,0.05,0.922,1.0,0.982,0.32,0.016293279022403257,0.9837067209775967,0.0,0.0,0.0,0.009311968294691749
SACV_2M,0.02,2,2,2139.7859418286257,500,1.0,21.46585799360463,5.313474652585191,0.0,0.008,0.026,0.952,1.0,0.986,0.38461538461538464,0.010141987829614604,0.9898580121703854,0.0,0.0,0.0,0.005364406814366584
SACV_2M,0.02,3,3,2132.474316143763,500,1.0,25.599317495853537,5.780680095975838,0.0,0.008,0.022,0.956,1.0,0.986,0.36363636363636365,0.008113590263691683,0.9918864097363083,0.0,0.0,0.0,0.007547757987037229
SACV_2M,0.02,4,4,2109.738359283448,500,1.0,76.73749350028056,5.5049608034548,0.004,0.006,0.032,0.944,1.0,0.982,0.375,0.012219959266802444,0.9877800407331976,0.0,0.0,0.0,0.011231470658413989
SACV_2M,0.02,5,5,2155.382870021649,500,0.0,33.7019974572042,5.7797469453803565,0.018,0.008,0.022,0.906,1.0,0.936,0.45454545454545453,0.010683760683760684,0.9893162393162394,0.0,0.0,0.0,0.01944102098843885
SACV_2M,0.02,6,6,960.601694154042,500,0.0,85.27684366104857,5.157224787672852,0.038,0.008,0.03,0.424,1.0,0.462,0.3333333333333333,0.021645021645021644,0.9783549783549783,0.0,0.0,0.0,0.011628266025288892
SACV_2M,0.02,7,7,2132.6716603158898,500,1.0,15.740260979717359,5.777538906436472,0.014,0.014,0.02,0.954,1.0,0.988,0.3,0.006072874493927126,0.9939271255060729,0.0,0.0,0.0,0.00977159013816553
SACV_2M,0.02,8,8,1601.3053828628945,500,0.0,91.21842234893796,13.038224862002147,0.094,0.014,0.154,0.722,1.0,0.89,0.44155844155844154,0.07640449438202247,0.9235955056179775,0.0,0.0,0.0,0.009405941470737658
SACV_2M,0.02,9,9,1772.6814199187306,500,1.0,111.45058846842163,11.90641943545564,0.034,0.012,0.188,0.784,1.0,0.984,0.5425531914893617,0.10365853658536585,0.8963414634146342,0.0,0.0,0.0,0.007222435279224319
SACV_2M,0.02,10,10,2017.9177674050447,500,1.0,55.05826118472333,8.987328306275757,0.006,0.008,0.046,0.918,1.0,0.972,0.6086956521739131,0.02880658436213992,0.9711934156378601,0.0,0.0,0.0,0.017250550497562446
SACV_2M,0.02,11,11,2120.0442939947256,500,1.0,62.93839870532726,5.091838767865581,0.004,0.014,0.02,0.952,1.0,0.986,0.3,0.006085192697768763,0.9939148073022313,0.0,0.0,0.0,0.010063728046265945
SACV_2M,0.02,12,12,2196.001921618471,500,1.0,34.21719034217685,5.199588779101148,0.2,0.006,0.026,0.952,1.0,0.984,0.3076923076923077,0.008130081300813009,0.991869918699187,0.0,0.0,0.0,0.00641226802471636
SACV_2M,0.02,13,13,8.360304208330776,500,0.0,24.902468808946544,0.2430502981223751,0.002,0.02,0.042,0.0,0.0,0.062,0.38095238095238093,0.25806451612903225,0.7419354838709677,0.0,0.0,0.0,0.03003748285992007
SACV_2M,0.02,14,14,2199.256602253006,500,1.0,30.001375989432773,5.568016450910306,0.186,0.006,0.024,0.954,1.0,0.984,0.25,0.006097560975609756,0.9939024390243902,0.0,0.0,0.0,0.002565796485719791
SACV_2M,0.02,15,15,2124.2744308440056,500,1.0,55.75620030062515,5.655333526564342,0.004,0.008,0.028,0.954,1.0,0.99,0.21428571428571427,0.006060606060606061,0.9939393939393939,0.0,0.0,0.0,0.006596784554311841
SACV_2M,0.02,16,16,1163.018541843156,500,0.0,52.99432210638441,5.245229117277729,0.014,0.01,0.022,0.526,1.0,0.558,0.18181818181818182,0.007168458781362007,0.992831541218638,0.0,0.0,0.0,0.021063241216637305
SACV_2M,0.02,17,17,97.18483070018287,500,0.0,51.391792815034066,3.072623757122022,0.002,0.602,0.25,0.02,0.0,0.872,0.376,0.10779816513761468,0.8922018348623854,0.0,0.0,0.0,0.02589179602158467
SACV_2M,0.02,18,18,2179.220961347937,500,1.0,34.7210156818323,9.926998494126781,0.004,0.008,0.016,0.964,1.0,0.988,0.25,0.004048582995951417,0.9959514170040485,0.0,0.0,0.0,0.012973617692507508
SACV_2M,0.02,19,19,2138.398866033152,500,1.0,46.94718554806998,11.985640205161866,0.002,0.008,0.02,0.958,1.0,0.986,0.1,0.002028397565922921,0.9979716024340771,0.0,0.0,0.0,0.009322638930409079
SACV_2M,0.02,20,20,2093.278778297398,500,1.0,32.77044068743881,5.297878956989499,0.016,0.01,0.032,0.938,1.0,0.98,0.5,0.0163265306122449,0.9836734693877551,0.0,0.0,0.0,0.003426812113493839
SACV_2M,0.02,21,21,2107.605551445038,500,1.0,50.01703412079656,5.214714359923701,0.004,0.008,0.034,0.942,1.0,0.984,0.23529411764705882,0.008130081300813009,0.991869918699187,0.0,0.0,0.0,0.0064890424449866166
SACV_2M,0.02,22,22,50.44231782012974,500,0.0,93.35095998774202,2.0178206250465136,0.026,0.082,0.194,0.004,0.0,0.28,0.23711340206185566,0.16428571428571428,0.8357142857142857,0.0,0.0,0.0,0.01204026624392101
SACV_2M,0.02,23,23,2157.4049130510757,500,1.0,53.318855364032835,5.800486612813825,0.028,0.008,0.024,0.95,1.0,0.982,0.5833333333333334,0.014256619144602852,0.9857433808553971,0.0,0.0,0.0,0.0013498720395764697
SACV_2M,0.02,24,24,2147.1324903452523,500,1.0,40.03188888810095,5.955452712563179,0.0,0.006,0.02,0.956,1.0,0.982,0.4,0.008146639511201629,0.9918533604887984,0.0,0.0,0.0,0.00301550630331438
SACV_2M,0.02,25,25,2141.487468872641,500,1.0,25.704086078428265,6.298564651865824,0.002,0.008,0.018,0.958,1.0,0.984,0.3333333333333333,0.006097560975609756,0.9939024390243902,0.0,0.0,0.0,0.006846585500480372
SACV_2M,0.02,26,26,2110.723082068945,500,1.0,66.33444518971699,5.697230623020614,0.004,0.01,0.022,0.946,1.0,0.978,0.5454545454545454,0.012269938650306749,0.9877300613496932,0.0,0.0,0.0,0.008073912888082978
SACV_2M,0.02,27,27,2134.4921615247413,500,1.0,54.59865353809313,5.878754710647347,0.002,0.008,0.024,0.948,1.0,0.98,0.6666666666666666,0.0163265306122449,0.9836734693877551,0.0,0.0,0.0,0.004871535991388749
SACV_2M,0.02,28,28,253.38847198288693,500,0.0,34.594206986753754,1.8926339044989973,0.038,0.118,0.062,0.108,1.0,0.288,0.1935483870967742,0.041666666666666664,0.9583333333333334,0.0,0.0,0.0,0.028796771869368503
SACV_2M,0.02,29,29,2109.560531312323,500,1.0,40.890148830695054,5.742910856006492,0.0,0.008,0.026,0.948,1.0,0.982,0.23076923076923078,0.006109979633401222,0.9938900203665988,0.0,0.0,0.0,0.01283376124170724
M4_1_baseline,0.02,0,0,52.99809425376274,500,0.0,0.0,0.0,0.01,0.95,0.0,0.0,0.0,0.95,0.0,0.0,1.0,0.0,0.0,0.0,0.08092791348225024
M4_1_baseline,0.02,1,1,2132.2489452942723,500,1.0,46.71778424766858,6.905449702983468,0.12,0.008,0.028,0.94,1.0,0.976,0.2857142857142857,0.00819672131147541,0.9918032786885246,0.0,0.0,0.0,0.009469156727269718
M4_1_baseline,0.02,2,2,2157.4531555838776,500,1.0,51.11245309613153,6.385009254655361,0.002,0.006,0.024,0.946,1.0,0.976,0.3333333333333333,0.00819672131147541,0.9918032786885246,0.0,0.0,0.0,0.010519640923319834
M4_1_baseline,0.02,3,3,2134.126320434432,500,1.0,37.66658805142522,5.703632847230725,0.13,0.006,0.024,0.944,1.0,0.974,0.08333333333333333,0.002053388090349076,0.997946611909651,0.0,0.0,0.0,0.00668675368990574
M4_1_baseline,0.02,4,4,28.16442369135587,500,0.0,0.0,0.0,0.004,0.278,0.0,0.0,0.0,0.278,0.0,0.0,1.0,0.0,0.0,0.0,0.07804821622681873
M4_1_baseline,0.02,5,5,2139.2581787811473,500,1.0,44.96044012259554,8.489992539011157,0.002,0.008,0.026,0.942,1.0,0.976,0.6153846153846154,0.01639344262295082,0.9836065573770492,0.0,0.0,0.0,0.008086875466581829
M4_1_baseline,0.02,6,6,2029.3434788156944,500,1.0,31.306088777996152,6.747107917255147,0.002,0.008,0.034,0.91,1.0,0.952,0.5882352941176471,0.02100840336134454,0.9789915966386554,0.0,0.0,0.0,0.007848274675617635
M4_1_baseline,0.02,7,7,1995.2502783339078,500,1.0,39.10924954286931,5.5338062658869385,0.002,0.01,0.024,0.902,1.0,0.936,0.4166666666666667,0.010683760683760684,0.9893162393162394,0.0,0.0,0.0,0.009799720567724763
M4_1_baseline,0.02,8,8,2099.7065905888426,500,1.0,84.07088626865678,6.3471372655148235,0.008,0.006,0.04,0.934,1.0,0.98,0.55,0.022448979591836733,0.9775510204081632,0.0,0.0,0.0,0.005573662520822325
M4_1_baseline,0.02,9,9,730.2017242543994,500,0.0,38.59310229436033,2.7040004264589372,0.036,0.006,0.032,0.324,1.0,0.362,0.5625,0.049723756906077346,0.9502762430939227,0.0,0.0,0.0,0.011375648150588924
M4_1_baseline,0.02,10,10,78.82674711709699,500,0.0,77.95556351064634,4.939786449830927,0.06,0.05,0.17,0.048,0.0,0.268,0.5176470588235295,0.3283582089552239,0.6716417910447761,0.0,0.0,0.0,0.02447871443521749
