policy,sigma,episode,reset_seed,reward,steps,success,max_force,mean_force,violation_rate,pre_frac,contact_frac,manip_frac,manip_entered,near_object_frac,safe_contact_ratio,safe_contact_per_near,contact_avoidance_index,grasp_detected_frac,lift_active_frac,close_active_frac,min_dist
M4_1_baseline,0.02,11,11,2127.9567060345635,500,1.0,46.54499340514554,10.6155648562637,0.002,0.006,0.024,0.954,1.0,0.984,0.4166666666666667,0.01016260162601626,0.9898373983739838,0.0,0.0,0.0,0.015525179836464753
M4_1_baseline,0.02,12,12,2166.232048829055,500,1.0,22.916155690672586,4.991484815825544,0.004,0.008,0.03,0.934,1.0,0.972,0.6,0.018518518518518517,0.9814814814814815,0.0,0.0,0.0,0.006616720019690944
M4_1_baseline,0.02,13,13,2144.62253043187,500,1.0,35.87647080539012,6.264259112434668,0.004,0.006,0.026,0.938,1.0,0.97,0.3076923076923077,0.008247422680412371,0.9917525773195877,0.0,0.0,0.0,0.01231306069314323
M4_1_baseline,0.02,14,14,496.9255981314257,500,0.0,58.317341699955215,2.85244115871043,0.052,0.01,0.028,0.214,1.0,0.252,0.42857142857142855,0.047619047619047616,0.9523809523809523,0.0,0.0,0.0,0.0061751272484281625
M4_1_baseline,0.02,15,15,2116.2548221609172,500,1.0,32.68681337774217,5.782994523198387,0.004,0.008,0.028,0.95,1.0,0.986,0.5714285714285714,0.016227180527383367,0.9837728194726166,0.0,0.0,0.0,0.011183630508329503
M4_1_baseline,0.02,16,16,2131.122498394836,500,1.0,17.66153293886982,5.256393641143131,0.004,0.008,0.032,0.938,1.0,0.978,0.625,0.02044989775051125,0.9795501022494888,0.0,0.0,0.0,0.012069472764941955
M4_1_baseline,0.02,17,17,2146.9625310098854,500,1.0,27.470893185645433,5.577322114027538,0.004,0.008,0.022,0.948,1.0,0.978,0.36363636363636365,0.0081799591002045,0.9918200408997955,0.0,0.0,0.0,0.012486590366371746
M4_1_baseline,0.02,18,18,2125.1240996966335,500,1.0,42.487238019692825,5.793663305095799,0.002,0.008,0.04,0.934,1.0,0.982,0.6,0.024439918533604887,0.9755600814663952,0.0,0.0,0.0,0.013211051589762669
M4_1_baseline,0.02,19,19,1309.0241865282853,500,0.0,45.109341852699714,4.729701369247958,0.018,0.012,0.02,0.596,1.0,0.628,0.1,0.0031847133757961785,0.9968152866242038,0.0,0.0,0.0,0.017723036127031664
M4_1_baseline,0.02,20,20,31.734055809218177,500,0.0,0.0,0.0,0.008,0.146,0.0,0.0,0.0,0.146,0.0,0.0,1.0,0.0,0.0,0.0,0.10742171979710184
M4_1_baseline,0.02,21,21,26.98343912026885,500,0.0,0.0,0.0,0.01,0.31,0.0,0.0,0.0,0.31,0.0,0.0,1.0,0.0,0.0,0.0,0.08685203061735816
M4_1_baseline,0.02,22,22,5.567107229264261,500,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.16194790968675865
M4_1_baseline,0.02,23,23,55.299263237326215,500,0.0,0.0,0.0,0.01,0.95,0.0,0.0,0.0,0.95,0.0,0.0,1.0,0.0,0.0,0.0,0.08570464138333268
M4_1_baseline,0.02,24,24,727.2185455633796,500,0.0,46.76209930043269,3.2644282351860148,0.058,0.006,0.018,0.322,1.0,0.346,0.0,0.0,1.0,0.0,0.0,0.0,0.016823928572522177
M4_1_baseline,0.02,25,25,2099.9378800443433,500,1.0,45.308946566771276,5.305956776508108,0.004,0.004,0.028,0.944,1.0,0.976,0.21428571428571427,0.006147540983606557,0.9938524590163934,0.0,0.0,0.0,0.0056313217426564
M4_1_baseline,0.02,26,26,2094.9273155644205,500,1.0,57.18378267034227,5.8336995175144954,0.004,0.01,0.038,0.912,1.0,0.96,0.42105263157894735,0.016666666666666666,0.9833333333333333,0.0,0.0,0.0,0.007311395722749738
M4_1_baseline,0.02,27,27,884.9318161538379,500,0.0,41.50082131582558,5.951341596805277,0.036,0.006,0.028,0.604,1.0,0.638,0.14285714285714285,0.006269592476489028,0.9937304075235109,0.0,0.0,0.0,0.011413933254472973
M4_1_baseline,0.02,28,28,2121.2577031585583,500,1.0,33.83002965417062,7.454057511720883,0.002,0.008,0.022,0.934,1.0,0.964,0.2727272727272727,0.006224066390041493,0.9937759336099585,0.0,0.0,0.0,0.014546688408670856
M4_1_baseline,0.02,29,29,2098.9180802697547,500,1.0,28.78977203471168,6.025861177902565,0.002,0.008,0.022,0.922,1.0,0.952,0.2727272727272727,0.0063025210084033615,0.9936974789915967,0.0,0.0,0.0,0.016629788643047167
M4_1_repl0,0.02,0,0,958.1750687662316,500,0.0,71.4904410988981,3.4189839468374132,0.15,0.006,0.024,0.454,1.0,0.484,0.4166666666666667,0.02066115702479339,0.9793388429752066,0.0,0.0,0.0,0.0034222541136476052
M4_1_repl0,0.02,1,1,2077.4161767215032,500,1.0,30.491614193690634,7.321256821818339,0.0,0.008,0.028,0.934,1.0,0.97,0.42857142857142855,0.012371134020618556,0.9876288659793815,0.0,0.0,0.0,0.014265510974684864
M4_1_repl0,0.02,2,2,2090.6456328980576,500,1.0,27.914994348058148,6.0747742176687325,0.002,0.008,0.038,0.934,1.0,0.98,0.47368421052631576,0.018367346938775512,0.9816326530612245,0.0,0.0,0.0,0.007188958996977709
M4_1_repl0,0.02,3,3,2087.1163375760284,500,1.0,25.244888956869943,8.076398203703512,0.0,0.012,0.03,0.936,1.0,0.978,0.26666666666666666,0.0081799591002045,0.9918200408997955,0.0,0.0,0.0,0.012572663443141436
M4_1_repl0,0.02,4,4,1.9036951707025307,500,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.20011853792511453
M4_1_repl0,0.02,5,5,2135.5649284905753,500,1.0,28.254773458458125,6.097867350631962,0.0,0.008,0.024,0.954,1.0,0.986,0.5833333333333334,0.014198782961460446,0.9858012170385395,0.0,0.0,0.0,0.007899691166118435
M4_1_repl0,0.02,6,6,1.5547540059326421,500,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.20325795478758177
M4_1_repl0,0.02,7,7,2111.573136713527,500,1.0,72.81561235232297,5.073429555743223,0.002,0.008,0.024,0.946,1.0,0.978,0.16666666666666666,0.00408997955010225,0.9959100204498977,0.0,0.0,0.0,0.011333050654249664
M4_1_repl0,0.02,8,8,158.1792989342866,500,0.0,64.20492069380181,2.5470142362579438,0.004,0.446,0.084,0.062,1.0,0.592,0.5,0.07094594594594594,0.9290540540540541,0.0,0.0,0.0,0.01906148352863845
M4_1_repl0,0.02,9,9,2098.378301291805,500,1.0,20.461729028398285,6.292869087299109,0.0,0.012,0.028,0.938,1.0,0.978,0.5,0.014314928425357873,0.9856850715746421,0.0,0.0,0.0,0.013243412446010476
M4_1_repl0,0.02,10,10,2068.9059759639767,500,1.0,33.8247484677785,7.440302961636537,0.0,0.006,0.034,0.926,1.0,0.966,0.5294117647058824,0.018633540372670808,0.9813664596273292,0.0,0.0,0.0,0.018680864190714404
M4_1_repl0,0.02,11,11,2114.0559045249647,500,1.0,60.838747021645325,5.748144500326286,0.002,0.008,0.022,0.95,1.0,0.98,0.2727272727272727,0.006122448979591836,0.9938775510204082,0.0,0.0,0.0,0.004235937795619818
M4_1_repl0,0.02,12,12,2165.1501001584343,500,1.0,11.181812687328922,5.052225847073454,0.0,0.004,0.018,0.956,1.0,0.978,0.2222222222222222,0.00408997955010225,0.9959100204498977,0.0,0.0,0.0,0.005762761026011155
M4_1_repl0,0.02,13,13,2121.925066735665,500,1.0,30.63481724461197,9.924517500526512,0.002,0.008,0.018,0.948,1.0,0.974,0.3333333333333333,0.006160164271047228,0.9938398357289527,0.0,0.0,0.0,0.015587402028531714
M4_1_repl0,0.02,14,14,2130.9645810139045,500,1.0,37.21593470526322,5.155679786667999,0.002,0.008,0.018,0.956,1.0,0.982,0.0,0.0,1.0,0.0,0.0,0.0,0.007250320194054689
M4_1_repl0,0.02,15,15,2082.3126481809218,500,1.0,60.270591069198815,5.223069338790933,0.002,0.01,0.024,0.932,1.0,0.966,0.08333333333333333,0.002070393374741201,0.9979296066252588,0.0,0.0,0.0,0.011237247928078137
M4_1_repl0,0.02,16,16,2137.0192499478803,500,1.0,48.954060312631896,8.04574635966004,0.038,0.01,0.03,0.95,1.0,0.99,0.6,0.01818181818181818,0.9818181818181818,0.0,0.0,0.0,0.013891914528540121
M4_1_repl0,0.02,17,17,2138.4044403798366,500,1.0,31.79489900114415,8.07537102970707,0.002,0.006,0.024,0.954,1.0,0.984,0.3333333333333333,0.008130081300813009,0.991869918699187,0.0,0.0,0.0,0.015383939757208025
M4_1_repl0,0.02,18,18,2157.741668665283,500,1.0,48.13998799929928,5.935084229866888,0.018,0.008,0.032,0.948,1.0,0.988,0.1875,0.006072874493927126,0.9939271255060729,0.0,0.0,0.0,0.0015007266266396796
M4_1_repl0,0.02,19,19,2117.531996184591,500,1.0,43.3088101790303,5.200802852923991,0.006,0.006,0.032,0.942,1.0,0.98,0.125,0.004081632653061225,0.9959183673469387,0.0,0.0,0.0,0.0037480411741681856
M4_1_repl0,0.02,20,20,17.674120438250036,500,0.0,98.05204157902318,2.6113381807953124,0.014,0.062,0.106,0.0,0.0,0.168,0.18867924528301888,0.11904761904761904,0.8809523809523809,0.0,0.0,0.0,0.023930962041325707
M4_1_repl0,0.02,21,21,2.003660696658084,500,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.24206274553753035
M4_1_repl0,0.02,22,22,21.871763883550006,500,0.0,63.17415553049065,1.8079963746456986,0.084,0.022,0.102,0.004,0.0,0.128,0.35294117647058826,0.28125,0.71875,0.0,0.0,0.0,0.0152103628094436
M4_1_repl0,0.02,23,23,937.4275415825764,500,0.0,94.04475024922077,33.78078775306648,0.204,0.008,0.122,0.848,1.0,0.978,0.39344262295081966,0.049079754601226995,0.950920245398773,0.0,0.0,0.0,0.0059251208396077755
M4_1_repl0,0.02,24,24,388.63967384283296,500,0.0,46.27300218693201,4.053065513527131,0.002,0.56,0.112,0.204,1.0,0.876,0.3392857142857143,0.04337899543378995,0.95662100456621,0.0,0.0,0.0,0.0046559758452097205
M4_1_repl0,0.02,25,25,2054.3088665042897,500,1.0,25.003917570663244,5.214395680900099,0.002,0.014,0.032,0.924,1.0,0.97,0.375,0.012371134020618556,0.9876288659793815,0.0,0.0,0.0,0.012160461582753303
M4_1_repl0,0.02,26,26,2082.229033402914,500,1.0,47.626570333631165,6.052118023239529,0.002,0.01,0.022,0.932,1.0,0.964,0.36363636363636365,0.008298755186721992,0.991701244813278,0.0,0.0,0.0,0.010921548750172502
M4_1_repl0,0.02,27,27,1997.7465243272059,500,1.0,88.11866031511516,6.520964564445714,0.012,0.006,0.072,0.884,1.0,0.962,0.19444444444444445,0.014553014553014554,0.9854469854469854,0.0,0.0,0.0,0.006712958068710696
M4_1_repl0,0.02,28,28,2157.158538640355,500,1.0,36.613752791158795,4.988748780749422,0.024,0.006,0.03,0.942,1.0,0.978,0.13333333333333333,0.00408997955010225,0.9959100204498977,0.0,0.0,0.0,0.0030308566398195677
M4_1_repl0,0.02,29,29,2117.2291538669256,500,1.0,32.42079612582073,5.0164317961032205,0.0,0.008,0.026,0.94,1.0,0.974,0.23076923076923078,0.006160164271047228,0.9938398357289527,0.0,0.0,0.0,0.012475380541425923
SACV_2M,0.04,0,0,2187.058558308131,500,1.0,29.659103936147726,6.284440709097059,0.144,0.008,0.028,0.946,1.0,0.982,0.42857142857142855,0.012219959266802444,0.9877800407331976,0.0,0.0,0.0,0.009002985362513581
SACV_2M,0.04,1,1,113.48385647183855,500,0.0,63.8083293899024,4.856826075280852,0.03,0.022,0.114,0.062,1.0,0.198,0.3157894736842105,0.18181818181818182,0.8181818181818181,0.0,0.0,0.0,0.015330906843862437
SACV_2M,0.04,2,2,2164.055944552745,500,1.0,50.09176556402345,5.488011987398492,0.002,0.008,0.024,0.952,1.0,0.984,0.3333333333333333,0.008130081300813009,0.991869918699187,0.0,0.0,0.0,0.010537298430426566
SACV_2M,0.04,3,3,2126.2484235576976,500,1.0,26.488636760532525,5.942736597463861,0.0,0.008,0.022,0.948,1.0,0.978,0.2727272727272727,0.006134969325153374,0.9938650306748467,0.0,0.0,0.0,0.010903851959330442
SACV_2M,0.04,4,4,1777.4327855719512,500,1.0,112.76276550050959,16.345522834151293,0.14,0.01,0.188,0.786,1.0,0.984,0.3404255319148936,0.06504065040650407,0.9349593495934959,0.0,0.0,0.0,0.009216027401548052
SACV_2M,0.04,5,5,397.5342174256207,500,0.0,35.77967440271847,2.735711163104094,0.014,0.11,0.024,0.178,1.0,0.312,0.25,0.019230769230769232,0.9807692307692307,0.0,0.0,0.0,0.024182864239624822
SACV_2M,0.04,6,6,2112.2597538098603,500,1.0,65.57825588457594,5.653889070597309,0.004,0.01,0.028,0.944,1.0,0.982,0.2857142857142857,0.008146639511201629,0.9918533604887984,0.0,0.0,0.0,0.00991790838969172
SACV_2M,0.04,7,7,2143.751203855958,500,1.0,34.47580900929741,5.239404645194855,0.028,0.01,0.024,0.954,1.0,0.988,0.3333333333333333,0.008097165991902834,0.9919028340080972,0.0,0.0,0.0,0.007172669251154546
SACV_2M,0.04,8,8,2112.301922646177,500,1.0,94.33246125164747,5.554149005831094,0.004,0.01,0.026,0.948,1.0,0.984,0.3076923076923077,0.008130081300813009,0.991869918699187,0.0,0.0,0.0,0.0036965353206396844
SACV_2M,0.04,9,9,2108.1412577650594,500,1.0,72.0612223270815,6.438588485260227,0.002,0.01,0.022,0.952,1.0,0.984,0.18181818181818182,0.0040650406504065045,0.9959349593495935,0.0,0.0,0.0,0.0018343477718830382
SACV_2M,0.04,10,10,2154.868329772394,500,1.0,45.72482737115989,5.5118420907593775,0.0,0.01,0.024,0.946,1.0,0.98,0.4166666666666667,0.01020408163265306,0.9897959183673469,0.0,0.0,0.0,0.007704144917767866
SACV_2M,0.04,11,11,2123.688922389907,500,1.0,62.79575908011318,5.432636126766761,0.002,0.014,0.02,0.954,1.0,0.988,0.1,0.0020242914979757085,0.9979757085020243,0.0,0.0,0.0,0.004598992606986779
SACV_2M,0.04,12,12,2177.832865570082,500,1.0,21.34028995527949,5.596781379163704,0.114,0.008,0.026,0.938,1.0,0.972,0.46153846153846156,0.012345679012345678,0.9876543209876543,0.0,0.0,0.0,0.009736543113233503
SACV_2M,0.04,13,13,1100.936023274688,500,0.0,107.1581844767411,9.340287937622275,0.094,0.17,0.158,0.492,1.0,0.82,0.189873417721519,0.036585365853658534,0.9634146341463414,0.0,0.0,0.0,0.010022910388518982
SACV_2M,0.04,14,14,2204.835350630097,500,1.0,40.5129793406164,6.029152629533753,0.186,0.01,0.024,0.958,1.0,0.992,0.25,0.006048387096774193,0.9939516129032258,0.0,0.0,0.0,0.0031783362932054646
SACV_2M,0.04,15,15,2121.5073298549037,500,1.0,46.04321880927158,7.068282171567497,0.01,0.02,0.016,0.946,1.0,0.982,0.75,0.012219959266802444,0.9877800407331976,0.0,0.0,0.0,0.00979787988679077
SACV_2M,0.04,16,16,2145.508479222017,500,1.0,32.204182195296426,5.930428474002132,0.002,0.004,0.024,0.954,1.0,0.982,0.4166666666666667,0.010183299389002037,0.9898167006109979,0.0,0.0,0.0,0.005771730277252983
SACV_2M,0.04,17,17,2149.5415670235716,500,1.0,86.83609407296,7.480178921373893,0.002,0.006,0.016,0.956,1.0,0.978,0.25,0.00408997955010225,0.9959100204498977,0.0,0.0,0.0,0.012052108765095207
SACV_2M,0.04,18,18,2147.0683892320326,500,1.0,32.58704504340852,6.0906037329765015,0.004,0.006,0.024,0.956,1.0,0.986,0.5,0.012170385395537525,0.9878296146044625,0.0,0.0,0.0,0.0036040986233624285
SACV_2M,0.04,19,19,2049.7127739799794,500,1.0,44.17252897033166,8.760775529663048,0.006,0.01,0.064,0.914,1.0,0.988,0.4375,0.02834008097165992,0.97165991902834,0.0,0.0,0.0,0.0183003899525192
SACV_2M,0.04,20,20,38.86128677642575,500,0.0,96.24353542928455,2.065631781674783,0.076,0.06,0.08,0.018,0.0,0.158,0.175,0.08860759493670886,0.9113924050632911,0.0,0.0,0.0,0.013563358743779218
SACV_2M,0.04,21,21,2131.910000441358,500,1.0,27.834698984304186,7.228255154940385,0.004,0.01,0.024,0.952,1.0,0.986,0.5,0.012170385395537525,0.9878296146044625,0.0,0.0,0.0,0.012985564840050005
SACV_2M,0.04,22,22,1928.5044444029975,500,1.0,73.34947744120848,8.041287018387054,0.038,0.014,0.114,0.84,1.0,0.968,0.5263157894736842,0.06198347107438017,0.9380165289256198,0.0,0.0,0.0,0.02020805852899694
SACV_2M,0.04,23,23,1579.3972025744363,500,0.0,40.12218408718362,9.808941282558829,0.042,0.008,0.03,0.692,1.0,0.73,0.6666666666666666,0.0273972602739726,0.9726027397260274,0.0,0.0,0.0,0.01287236391697422
SACV_2M,0.04,24,24,2139.961819963782,500,1.0,38.83229027268625,5.36269039461977,0.006,0.006,0.03,0.952,1.0,0.988,0.5333333333333333,0.016194331983805668,0.9838056680161943,0.0,0.0,0.0,0.007609748401789979
SACV_2M,0.04,25,25,2125.9987799505143,500,1.0,43.19342428389018,5.696924938117264,0.004,0.01,0.024,0.954,1.0,0.988,0.25,0.006072874493927126,0.9939271255060729,0.0,0.0,0.0,0.003965870589547302
SACV_2M,0.04,26,26,38.75071297478099,500,0.0,51.54069773620115,1.3995074234854576,0.02,0.034,0.022,0.038,0.0,0.094,0.5454545454545454,0.1276595744680851,0.8723404255319149,0.0,0.0,0.0,0.032530644669453726
SACV_2M,0.04,27,27,14.620418266241142,500,0.0,60.577016011069674,0.2563071223399699,0.17,0.064,0.076,0.0,0.0,0.14,0.10526315789473684,0.05714285714285714,0.9428571428571428,0.0,0.0,0.0,0.02638980735290937
SACV_2M,0.04,28,28,2173.158351595211,500,1.0,45.044796038466885,8.557363320307436,0.058,0.008,0.024,0.954,1.0,0.986,0.08333333333333333,0.002028397565922921,0.9979716024340771,0.0,0.0,0.0,0.01335989250739356
SACV_2M,0.04,29,29,2131.071901113813,500,1.0,35.740712925958746,6.419300133134773,0.0,0.01,0.02,0.948,1.0,0.978,0.2,0.00408997955010225,0.9959100204498977,0.0,0.0,0.0,0.006007517751247251
M4_1_baseline,0.04,0,0,53.704848325529426,500,0.0,0.0,0.0,0.01,0.946,0.0,0.0,0.0,0.946,0.0,0.0,1.0,0.0,0.0,0.0,0.07892669621303802
M4_1_baseline,0.04,1,1,2159.866511337503,500,1.0,34.17165874006593,7.038499437759681,0.04,0.006,0.036,0.926,1.0,0.968,0.7777777777777778,0.028925619834710745,0.9710743801652892,0.0,0.0,0.0,0.007761298014334647
M4_1_baseline,0.04,2,2,2087.187005544026,500,1.0,43.4375713081924,5.7413716373076085,0.004,0.008,0.026,0.93,1.0,0.964,0.3076923076923077,0.008298755186721992,0.991701244813278,0.0,0.0,0.0,0.009176893089040107
M4_1_baseline,0.04,3,3,1115.4548000823706,500,0.0,47.212518743392955,4.801868662671702,0.082,0.008,0.032,0.554,1.0,0.594,0.25,0.013468013468013467,0.9865319865319865,0.0,0.0,0.0,0.01609059441035074
M4_1_baseline,0.04,4,4,1587.4332673580993,500,0.0,57.15617573510107,5.8555576053765455,0.078,0.01,0.032,0.704,1.0,0.746,0.25,0.010723860589812333,0.9892761394101877,0.0,0.0,0.0,0.011281850284389305
M4_1_baseline,0.04,5,5,2046.2444911054145,500,1.0,48.30966664866688,5.740222562428698,0.026,0.006,0.02,0.854,1.0,0.88,0.2,0.004545454545454545,0.9954545454545455,0.0,0.0,0.0,0.00939237180164653
M4_1_baseline,0.04,6,6,32.32443310399441,500,0.0,0.0,0.0,0.016,0.41,0.0,0.0,0.0,0.41,0.0,0.0,1.0,0.0,0.0,0.0,0.07562792446214524
M4_1_baseline,0.04,7,7,2111.4671498075604,500,1.0,56.17185967451671,5.4613113092492025,0.0,0.008,0.026,0.952,1.0,0.986,0.38461538461538464,0.010141987829614604,0.9898580121703854,0.0,0.0,0.0,0.00787099191409708
M4_1_baseline,0.04,8,8,2080.471498456868,500,1.0,64.3398830839055,6.39350231343428,0.006,0.02,0.026,0.932,1.0,0.978,0.5384615384615384,0.014314928425357873,0.9856850715746421,0.0,0.0,0.0,0.005975330934073989
M4_1_baseline,0.04,9,9,2127.126511376739,500,1.0,49.09218767878329,5.794391347757378,0.002,0.006,0.026,0.946,1.0,0.978,0.07692307692307693,0.002044989775051125,0.9979550102249489,0.0,0.0,0.0,0.002924309173811668
M4_1_baseline,0.04,10,10,1452.7259258300114,500,0.0,70.27385432408632,6.1303288964447065,0.012,0.058,0.096,0.65,1.0,0.804,0.20833333333333334,0.024875621890547265,0.9751243781094527,0.0,0.0,0.0,0.019011721475523918
M4_1_baseline,0.04,11,11,2140.6505170489086,500,1.0,62.38608573261735,9.411272151127466,0.002,0.008,0.024,0.954,1.0,0.986,0.4166666666666667,0.010141987829614604,0.9898580121703854,0.0,0.0,0.0,0.019195862496881006
M4_1_baseline,0.04,12,12,83.25365041268408,500,0.0,65.69077216150484,1.4803602112995862,0.042,0.014,0.022,0.082,1.0,0.118,0.18181818181818182,0.03389830508474576,0.9661016949152542,0.0,0.0,0.0,0.02985565480427412
M4_1_baseline,0.04,13,13,768.3703616059212,500,0.0,91.195644825985,6.7849807698812175,0.02,0.034,0.084,0.358,1.0,0.476,0.7619047619047619,0.13445378151260504,0.865546218487395,0.0,0.0,0.0,0.003480515390591773
M4_1_baseline,0.04,14,14,1675.3905584881752,500,0.0,79.24382733595674,8.514266188317787,0.022,0.014,0.02,0.722,1.0,0.756,0.4,0.010582010582010581,0.9894179894179894,0.0,0.0,0.0,0.00992501701606748
M4_1_baseline,0.04,15,15,8.052653542785801,500,0.0,68.42542280408358,0.7441850365346426,0.006,0.018,0.028,0.0,0.0,0.046,0.21428571428571427,0.13043478260869565,0.8695652173913043,0.0,0.0,0.0,0.01132512189332069
M4_1_baseline,0.04,16,16,2260.911770664303,500,1.0,19.00044930123779,6.979138352247469,0.002,0.008,0.022,0.946,1.0,0.976,0.18181818181818182,0.004098360655737705,0.9959016393442623,0.0,0.0,0.0,0.012656590860578156
M4_1_baseline,0.04,17,17,2079.922901667161,500,1.0,29.186302921773418,6.194161826653766,0.008,0.008,0.02,0.916,1.0,0.944,0.4,0.00847457627118644,0.9915254237288136,0.0,0.0,0.0,0.01180599837243557
M4_1_baseline,0.04,18,18,2140.6779676370948,500,1.0,28.39916474267368,5.764002358206395,0.002,0.008,0.03,0.94,1.0,0.978,0.4,0.012269938650306749,0.9877300613496932,0.0,0.0,0.0,0.008175130513932757
M4_1_baseline,0.04,19,19,2115.2484216729426,500,1.0,47.62173203963627,5.633725866622482,0.004,0.008,0.026,0.938,1.0,0.972,0.6153846153846154,0.01646090534979424,0.9835390946502057,0.0,0.0,0.0,0.006974110520599877
M4_1_baseline,0.04,20,20,12.993953046970992,500,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.17142380108586627
M4_1_baseline,0.04,21,21,2011.543132095695,500,1.0,79.76320201578062,6.589273720617713,0.02,0.008,0.032,0.904,1.0,0.944,0.25,0.00847457627118644,0.9915254237288136,0.0,0.0,0.0,0.002859891586569086
M4_1_baseline,0.04,22,22,31.73433987171494,500,0.0,0.0,0.0,0.006,0.468,0.0,0.0,0.0,0.468,0.0,0.0,1.0,0.0,0.0,0.0,0.1169280747591639
M4_1_baseline,0.04,23,23,44.931550063704826,500,0.0,0.0,0.0,0.008,0.944,0.0,0.0,0.0,0.944,0.0,0.0,1.0,0.0,0.0,0.0,0.10033841566721975
M4_1_baseline,0.04,24,24,2115.0469982497893,500,1.0,54.5826612084869,5.878014480750942,0.006,0.006,0.042,0.928,1.0,0.976,0.42857142857142855,0.018442622950819672,0.9815573770491803,0.0,0.0,0.0,0.007581861126505415
M4_1_baseline,0.04,25,25,1272.256902143466,500,0.0,101.19250607720241,5.568668216099103,0.094,0.006,0.036,0.562,1.0,0.604,0.3888888888888889,0.023178807947019868,0.9768211920529801,0.0,0.0,0.0,0.018655374830636083
M4_1_baseline,0.04,26,26,2097.7150192466024,500,1.0,62.8926375576528,6.368348272617754,0.02,0.008,0.034,0.918,1.0,0.96,0.29411764705882354,0.010416666666666666,0.9895833333333334,0.0,0.0,0.0,0.0036056147310854635
M4_1_baseline,0.04,27,27,2121.845464178874,500,1.0,20.820042833994904,4.958092455210181,0.008,0.008,0.026,0.926,1.0,0.96,0.23076923076923078,0.00625,0.99375,0.0,0.0,0.0,0.016374427055018088
M4_1_baseline,0.04,28,28,2128.45351095952,500,1.0,37.755141421106266,7.126592509964635,0.002,0.008,0.032,0.934,1.0,0.974,0.3125,0.01026694045174538,0.9897330595482546,0.0,0.0,0.0,0.008718473104334183
M4_1_baseline,0.04,29,29,2075.9495488533435,500,1.0,45.09168239567736,6.235497663262544,0.056,0.008,0.026,0.908,1.0,0.942,0.46153846153846156,0.012738853503184714,0.9872611464968153,0.0,0.0,0.0,0.012182021420529543
M4_1_repl0,0.04,0,0,1559.9946388553187,500,0.0,53.7258018729548,4.801357408460754,0.064,0.008,0.018,0.714,1.0,0.74,0.2222222222222222,0.005405405405405406,0.9945945945945946,0.0,0.0,0.0,0.000735998286282384
M4_1_repl0,0.04,1,1,2050.652632190098,500,1.0,44.35655263271918,5.701017115407511,0.0,0.014,0.034,0.922,1.0,0.97,0.23529411764705882,0.008247422680412371,0.9917525773195877,0.0,0.0,0.0,0.008666896207844811
M4_1_repl0,0.04,2,2,2083.1763220275566,500,1.0,49.29921163950655,5.186796976291059,0.002,0.006,0.036,0.934,1.0,0.976,0.2777777777777778,0.010245901639344262,0.9897540983606558,0.0,0.0,0.0,0.01111555814180454
