policy,sigma,episode,reset_seed,reward,steps,success,max_force,mean_force,violation_rate,pre_frac,contact_frac,manip_frac,manip_entered,near_object_frac,safe_contact_ratio,safe_contact_per_near,contact_avoidance_index,grasp_detected_frac,lift_active_frac,close_active_frac,min_dist
M4_1_repl0,0.04,3,3,2054.59329207222,500,1.0,41.86911469771371,5.628490538496017,0.0,0.006,0.04,0.92,1.0,0.966,0.45,0.018633540372670808,0.9813664596273292,0.0,0.0,0.0,0.015754119188000633
M4_1_repl0,0.04,4,4,2114.4167736292807,500,1.0,44.51067950071198,4.374927166580944,0.0,0.008,0.022,0.95,1.0,0.98,0.18181818181818182,0.004081632653061225,0.9959183673469387,0.0,0.0,0.0,0.01359581235934881
M4_1_repl0,0.04,5,5,803.744081981848,500,0.0,18.36507209865137,2.8737488777131976,0.162,0.006,0.022,0.406,1.0,0.434,0.2727272727272727,0.013824884792626729,0.9861751152073732,0.0,0.0,0.0,0.015623414478242881
M4_1_repl0,0.04,6,6,0.7770088357375737,500,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.21946350866291917
M4_1_repl0,0.04,7,7,2110.5900418199044,500,1.0,72.59878677070218,4.613581855876566,0.002,0.01,0.024,0.948,1.0,0.982,0.16666666666666666,0.004073319755600814,0.9959266802443992,0.0,0.0,0.0,0.008991023803431308
M4_1_repl0,0.04,8,8,2095.8648135108356,500,1.0,39.85309082867014,8.977360062780427,0.002,0.008,0.022,0.944,1.0,0.974,0.2727272727272727,0.006160164271047228,0.9938398357289527,0.0,0.0,0.0,0.0033759288211400126
M4_1_repl0,0.04,9,9,310.91836751159997,500,0.0,57.881842882038924,5.332251671247772,0.004,0.038,0.072,0.178,1.0,0.288,0.6944444444444444,0.1736111111111111,0.8263888888888888,0.0,0.0,0.0,0.017663338714087547
M4_1_repl0,0.04,10,10,2115.2819278617612,500,1.0,56.77547842465667,5.852278410383836,0.058,0.008,0.034,0.93,1.0,0.972,0.5294117647058824,0.018518518518518517,0.9814814814814815,0.0,0.0,0.0,0.0030315560512077905
M4_1_repl0,0.04,11,11,2090.8380070788594,500,1.0,62.360645891473816,5.573635648437064,0.002,0.012,0.028,0.938,1.0,0.978,0.14285714285714285,0.00408997955010225,0.9959100204498977,0.0,0.0,0.0,0.0026186570470790667
M4_1_repl0,0.04,12,12,133.82100486855143,500,0.0,28.53505581079044,1.2870757589852697,0.124,0.11,0.036,0.054,1.0,0.2,0.6666666666666666,0.12,0.88,0.0,0.0,0.0,0.025542241314090684
M4_1_repl0,0.04,13,13,2146.44338729039,500,1.0,65.82570295575282,5.597611682720309,0.008,0.006,0.024,0.954,1.0,0.984,0.4166666666666667,0.01016260162601626,0.9898373983739838,0.0,0.0,0.0,0.005814045081298587
M4_1_repl0,0.04,14,14,53.13298108988916,500,0.0,87.34154706933317,3.5101783068672328,0.042,0.182,0.06,0.032,0.0,0.274,0.36666666666666664,0.08029197080291971,0.9197080291970803,0.0,0.0,0.0,0.01611743378211032
M4_1_repl0,0.04,15,15,2106.356054884766,500,1.0,14.64910098766852,5.153560660792411,0.002,0.014,0.022,0.94,1.0,0.976,0.09090909090909091,0.0020491803278688526,0.9979508196721312,0.0,0.0,0.0,0.00781369261674914
M4_1_repl0,0.04,16,16,2101.958226091143,500,1.0,21.748237272952277,6.2134846356058695,0.0,0.006,0.032,0.942,1.0,0.98,0.3125,0.01020408163265306,0.9897959183673469,0.0,0.0,0.0,0.004167769218823032
M4_1_repl0,0.04,17,17,2041.0655221110926,500,1.0,37.99245967181852,11.870243033584439,0.046,0.006,0.04,0.916,1.0,0.962,0.45,0.018711018711018712,0.9812889812889813,0.0,0.0,0.0,0.010330112677723161
M4_1_repl0,0.04,18,18,2093.384454602177,500,1.0,62.70426648567408,7.914094496159784,0.004,0.01,0.036,0.942,1.0,0.988,0.3333333333333333,0.012145748987854251,0.9878542510121457,0.0,0.0,0.0,0.011492859000722286
M4_1_repl0,0.04,19,19,2122.209596427416,500,1.0,52.73476200428146,5.859405225647086,0.004,0.006,0.03,0.944,1.0,0.98,0.2,0.006122448979591836,0.9938775510204082,0.0,0.0,0.0,0.010049121885361936
M4_1_repl0,0.04,20,20,2.631393197813978,500,0.0,0.0,0.0,0.018,0.028,0.0,0.0,0.0,0.028,0.0,0.0,1.0,0.0,0.0,0.0,0.09479112819474436
M4_1_repl0,0.04,21,21,0.7495495211164263,500,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.22392427328805475
M4_1_repl0,0.04,22,22,1.5382504680256077,500,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1630495537932111
M4_1_repl0,0.04,23,23,1433.4437035275878,500,0.0,37.35143587018928,5.164488621316917,0.078,0.008,0.028,0.632,1.0,0.668,0.5,0.020958083832335328,0.9790419161676647,0.0,0.0,0.0,0.008845818529646273
M4_1_repl0,0.04,24,24,1632.1809777325855,500,0.0,92.17082965130261,15.186106183720439,0.166,0.028,0.086,0.754,1.0,0.868,0.27906976744186046,0.027649769585253458,0.9723502304147466,0.0,0.0,0.0,0.012677830961399773
M4_1_repl0,0.04,25,25,2053.914175008956,500,1.0,33.20630550900981,6.750775789121578,0.002,0.018,0.052,0.914,1.0,0.984,0.4230769230769231,0.022357723577235773,0.9776422764227642,0.0,0.0,0.0,0.0019142807791686645
M4_1_repl0,0.04,26,26,2122.4017984999673,500,1.0,38.40493029167371,5.159653933163721,0.0,0.01,0.024,0.95,1.0,0.984,0.4166666666666667,0.01016260162601626,0.9898373983739838,0.0,0.0,0.0,0.00948213518114602
M4_1_repl0,0.04,27,27,1712.3466843833269,500,0.0,31.883405587108097,10.054424433214374,0.056,0.008,0.044,0.76,1.0,0.812,0.22727272727272727,0.012315270935960592,0.9876847290640394,0.0,0.0,0.0,0.01012996562063617
M4_1_repl0,0.04,28,28,2151.0287216985566,500,1.0,36.70025471292629,5.416683947799154,0.04,0.006,0.032,0.944,1.0,0.982,0.25,0.008146639511201629,0.9918533604887984,0.0,0.0,0.0,0.004438814724281451
M4_1_repl0,0.04,29,29,2100.4136698184107,500,1.0,32.210143791011156,7.0674661493249324,0.0,0.006,0.024,0.936,1.0,0.966,0.5,0.012422360248447204,0.9875776397515528,0.0,0.0,0.0,0.019639492936414506
SACV_2M,0.06,0,0,2179.535796512692,500,1.0,37.68728867957172,6.5425676249892994,0.17,0.008,0.028,0.946,1.0,0.982,0.42857142857142855,0.012219959266802444,0.9877800407331976,0.0,0.0,0.0,0.004731688569157108
SACV_2M,0.06,1,1,2136.021224204055,500,1.0,48.450256891207864,5.199306263551318,0.006,0.012,0.02,0.956,1.0,0.988,0.2,0.004048582995951417,0.9959514170040485,0.0,0.0,0.0,0.004818490903632036
SACV_2M,0.06,2,2,2126.470778402445,500,1.0,15.744692900636126,5.2793543719617695,0.002,0.008,0.026,0.952,1.0,0.986,0.38461538461538464,0.010141987829614604,0.9898580121703854,0.0,0.0,0.0,0.009270360318012594
SACV_2M,0.06,3,3,19.87217565849879,500,0.0,43.65826018048217,0.42991459918305,0.01,0.122,0.048,0.0,0.0,0.17,0.4583333333333333,0.12941176470588237,0.8705882352941177,0.0,0.0,0.0,0.03599601732280598
SACV_2M,0.06,4,4,737.1878752289301,500,0.0,46.48477823039133,3.3710257958485514,0.118,0.008,0.064,0.368,1.0,0.44,0.125,0.01818181818181818,0.9818181818181818,0.0,0.0,0.0,0.016615081572266932
SACV_2M,0.06,5,5,67.35119428677073,500,0.0,22.864828486158817,0.5266769676346365,0.016,0.008,0.024,0.028,0.0,0.06,0.5,0.2,0.8,0.0,0.0,0.0,0.017936240117369863
SACV_2M,0.06,6,6,2107.2832820926556,500,1.0,91.37345313262885,6.874606277325033,0.024,0.01,0.028,0.95,1.0,0.988,0.07142857142857142,0.0020242914979757085,0.9979757085020243,0.0,0.0,0.0,0.007200816951436448
SACV_2M,0.06,7,7,2095.805309577201,500,1.0,57.65530342723,5.217042926563622,0.004,0.018,0.04,0.932,1.0,0.99,0.25,0.010101010101010102,0.98989898989899,0.0,0.0,0.0,0.012078431239152336
SACV_2M,0.06,8,8,2102.6747475334705,500,1.0,50.74175617300272,4.904005964997711,0.006,0.008,0.022,0.944,1.0,0.974,0.2727272727272727,0.006160164271047228,0.9938398357289527,0.0,0.0,0.0,0.013808763739660957
SACV_2M,0.06,9,9,2131.128416912573,500,1.0,35.73777956473272,5.389618652455615,0.006,0.012,0.022,0.954,1.0,0.988,0.2727272727272727,0.006072874493927126,0.9939271255060729,0.0,0.0,0.0,0.007795666032334703
SACV_2M,0.06,10,10,2111.930535182775,500,1.0,26.71058711706117,6.714365685162039,0.002,0.008,0.024,0.938,1.0,0.97,0.5833333333333334,0.01443298969072165,0.9855670103092784,0.0,0.0,0.0,0.0017283540410162684
SACV_2M,0.06,11,11,2116.081560700587,500,1.0,54.41809118158908,8.297011231003493,0.004,0.01,0.022,0.95,1.0,0.982,0.45454545454545453,0.010183299389002037,0.9898167006109979,0.0,0.0,0.0,0.003160616222419028
SACV_2M,0.06,12,12,2187.994780256445,500,1.0,29.829197458824286,6.624955623508945,0.062,0.014,0.02,0.958,1.0,0.992,0.8,0.016129032258064516,0.9838709677419355,0.0,0.0,0.0,0.0032566292190418927
SACV_2M,0.06,13,13,2136.9169583693206,500,1.0,44.65558783608636,5.738571844913157,0.006,0.006,0.026,0.95,1.0,0.982,0.38461538461538464,0.010183299389002037,0.9898167006109979,0.0,0.0,0.0,0.004235493506927392
SACV_2M,0.06,14,14,2209.924386574254,500,1.0,62.88402830735503,5.987030358440547,0.184,0.006,0.024,0.958,1.0,0.988,0.25,0.006072874493927126,0.9939271255060729,0.0,0.0,0.0,0.0027983527436342497
SACV_2M,0.06,15,15,2131.5190217302857,500,1.0,51.10412634606489,5.150300330583363,0.008,0.012,0.02,0.954,1.0,0.986,0.1,0.002028397565922921,0.9979716024340771,0.0,0.0,0.0,0.009431670194652816
SACV_2M,0.06,16,16,2219.5217115287232,500,1.0,66.42272123461217,5.062691399679044,0.008,0.014,0.024,0.924,1.0,0.962,0.6666666666666666,0.016632016632016633,0.9833679833679834,0.0,0.0,0.0,0.011537801432454241
SACV_2M,0.06,17,17,165.29185981963374,500,0.0,61.5902627446292,3.036032742759102,0.052,0.074,0.096,0.072,1.0,0.242,0.375,0.1487603305785124,0.8512396694214877,0.0,0.0,0.0,0.024117702388897367
SACV_2M,0.06,18,18,2232.5763707626866,500,1.0,47.316401462679906,9.030354848270797,0.138,0.006,0.02,0.962,1.0,0.988,0.2,0.004048582995951417,0.9959514170040485,0.0,0.0,0.0,0.012353837679868708
SACV_2M,0.06,19,19,159.06748309338556,500,0.0,58.961317208587154,6.768721188936216,0.032,0.008,0.238,0.058,1.0,0.304,0.6638655462184874,0.5197368421052632,0.48026315789473684,0.0,0.0,0.0,0.026166053143014876
SACV_2M,0.06,20,20,46.03764664459687,500,0.0,118.57959186183456,5.59501897385319,0.086,0.026,0.226,0.012,0.0,0.264,0.36283185840707965,0.3106060606060606,0.6893939393939394,0.0,0.0,0.0,0.025602850570946047
SACV_2M,0.06,21,21,39.941040039238565,500,0.0,83.49011392903411,7.822260075705367,0.064,0.08,0.282,0.0,0.0,0.362,0.4397163120567376,0.3425414364640884,0.6574585635359116,0.0,0.0,0.0,0.029269457577174283
SACV_2M,0.06,22,22,2171.5884583136663,500,1.0,85.69848365164955,7.555819511393252,0.018,0.004,0.024,0.956,1.0,0.984,0.08333333333333333,0.0020325203252032522,0.9979674796747967,0.0,0.0,0.0,0.00708723286352606
SACV_2M,0.06,23,23,1530.4983478848824,500,0.0,30.48022312560088,8.611322459675723,0.116,0.01,0.018,0.668,1.0,0.696,0.4444444444444444,0.011494252873563218,0.9885057471264368,0.0,0.0,0.0,0.007230131559804876
SACV_2M,0.06,24,24,124.3447057961772,500,0.0,65.56243857935968,1.0938806901217828,0.116,0.004,0.024,0.06,1.0,0.088,0.16666666666666666,0.045454545454545456,0.9545454545454546,0.0,0.0,0.0,0.030975693107483736
SACV_2M,0.06,25,25,2162.0860998845333,500,1.0,46.71367971094547,7.916810399634347,0.15,0.008,0.022,0.944,1.0,0.974,0.09090909090909091,0.002053388090349076,0.997946611909651,0.0,0.0,0.0,0.01553300700450965
SACV_2M,0.06,26,26,1612.1713944514554,500,0.0,93.85992707522709,8.395491832969139,0.06,0.046,0.114,0.714,1.0,0.874,0.2982456140350877,0.038901601830663615,0.9610983981693364,0.0,0.0,0.0,0.01878475965421327
SACV_2M,0.06,27,27,2145.970990391471,500,1.0,32.327463970075975,5.35213355046057,0.002,0.008,0.028,0.954,1.0,0.99,0.2857142857142857,0.00808080808080808,0.9919191919191919,0.0,0.0,0.0,0.004050549454456225
SACV_2M,0.06,28,28,172.55255361990694,500,0.0,46.439990981283444,1.8035071938848,0.008,0.804,0.078,0.06,1.0,0.942,0.2564102564102564,0.021231422505307854,0.9787685774946921,0.0,0.0,0.0,0.026097467074082958
SACV_2M,0.06,29,29,2094.139242769238,500,1.0,25.783717198554946,6.341944401046379,0.0,0.008,0.024,0.93,1.0,0.962,0.5833333333333334,0.014553014553014554,0.9854469854469854,0.0,0.0,0.0,0.004309027441313669
M4_1_baseline,0.06,0,0,53.87102907907031,500,0.0,0.0,0.0,0.012,0.95,0.0,0.0,0.0,0.95,0.0,0.0,1.0,0.0,0.0,0.0,0.08108808461488459
M4_1_baseline,0.06,1,1,603.7438930080782,500,0.0,54.56109648898105,3.801371384706213,0.022,0.192,0.026,0.264,1.0,0.482,0.38461538461538464,0.02074688796680498,0.979253112033195,0.0,0.0,0.0,0.021252925493546158
M4_1_baseline,0.06,2,2,2128.8378398368313,500,1.0,34.19715842174425,5.3021138122505,0.002,0.008,0.028,0.94,1.0,0.976,0.7857142857142857,0.022540983606557378,0.9774590163934426,0.0,0.0,0.0,0.01189418033312237
M4_1_baseline,0.06,3,3,1.0730376596385827,500,0.0,0.0,0.0,0.014,0.006,0.0,0.0,0.0,0.006,0.0,0.0,1.0,0.0,0.0,0.0,0.1132301180701781
M4_1_baseline,0.06,4,4,6.39533026270516,500,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.0,1.0,0.0,0.0,0.0,0.10391062322346653
M4_1_baseline,0.06,5,5,2211.6323678215435,500,1.0,64.3622640023709,5.375785294640792,0.01,0.016,0.02,0.93,1.0,0.966,0.2,0.004140786749482402,0.9958592132505176,0.0,0.0,0.0,0.004272811297201494
M4_1_baseline,0.06,6,6,52.78720590212533,500,0.0,81.96993376981216,1.3974980398354762,0.026,0.414,0.204,0.0,0.0,0.618,0.058823529411764705,0.019417475728155338,0.9805825242718447,0.0,0.0,0.0,0.04014955849532329
M4_1_baseline,0.06,7,7,17.3169691401194,500,0.0,57.56572667269125,0.8316445488549372,0.004,0.062,0.042,0.004,0.0,0.108,0.2857142857142857,0.1111111111111111,0.8888888888888888,0.0,0.0,0.0,0.011225935767771263
M4_1_baseline,0.06,8,8,2061.01934487506,500,1.0,61.450331232677144,8.592730672377177,0.044,0.006,0.042,0.916,1.0,0.964,0.38095238095238093,0.016597510373443983,0.983402489626556,0.0,0.0,0.0,0.020353708485956308
M4_1_baseline,0.06,9,9,-9869.29599312766,500,0.0,68.19121318950259,3.988465123158561,0.062,0.01,0.02,0.456,1.0,0.486,0.1,0.00411522633744856,0.9958847736625515,0.0,0.0,0.0,0.020302604447218958
M4_1_baseline,0.06,10,10,1.6742960147569526,500,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.21911263783157947
M4_1_baseline,0.06,11,11,29.328035475427065,500,0.0,53.44036097685397,0.7791634022288201,0.024,0.018,0.194,0.0,0.0,0.212,0.14432989690721648,0.1320754716981132,0.8679245283018868,0.0,0.0,0.0,0.018885465747765368
M4_1_baseline,0.06,12,12,22.141341300685497,500,0.0,57.472828156845125,0.5964222623037168,0.008,0.03,0.028,0.0,0.0,0.058,0.2857142857142857,0.13793103448275862,0.8620689655172413,0.0,0.0,0.0,0.03195033321681852
M4_1_baseline,0.06,13,13,1902.1979008531007,500,1.0,55.81769274168666,5.78428656939561,0.002,0.006,0.036,0.836,1.0,0.878,0.3888888888888889,0.015945330296127564,0.9840546697038725,0.0,0.0,0.0,0.010782753400398828
M4_1_baseline,0.06,14,14,2151.3871099599205,500,1.0,33.26658143290202,13.140129985717564,0.006,0.006,0.03,0.94,1.0,0.976,0.8,0.02459016393442623,0.9754098360655737,0.0,0.0,0.0,0.009994299316439813
M4_1_baseline,0.06,15,15,1333.7952006723272,500,0.0,78.60657818623045,6.035838868488602,0.036,0.01,0.02,0.736,1.0,0.766,0.1,0.0026109660574412533,0.9973890339425587,0.0,0.0,0.0,0.0036473788256082126
M4_1_baseline,0.06,16,16,1.1861542197253963,500,0.0,0.0,0.0,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.14650051757213123
M4_1_baseline,0.06,17,17,149.7606254134538,500,0.0,80.26591422885643,4.598724837297468,0.026,0.028,0.194,0.054,1.0,0.276,0.5051546391752577,0.35507246376811596,0.644927536231884,0.0,0.0,0.0,0.009490056640053469
M4_1_baseline,0.06,18,18,1467.6806830814594,500,0.0,86.85882494676086,6.738299309507825,0.028,0.01,0.018,0.664,1.0,0.692,0.4444444444444444,0.011560693641618497,0.9884393063583815,0.0,0.0,0.0,0.014324265138377233
M4_1_baseline,0.06,19,19,2124.737096056079,500,1.0,30.227327849971676,11.04131868585996,0.002,0.01,0.03,0.922,1.0,0.962,0.3333333333333333,0.010395010395010396,0.9896049896049897,0.0,0.0,0.0,0.016742835269522974
M4_1_baseline,0.06,20,20,50.34792221981915,500,0.0,0.0,0.0,0.008,0.962,0.0,0.0,0.0,0.962,0.0,0.0,1.0,0.0,0.0,0.0,0.09115215293869612
M4_1_baseline,0.06,21,21,4.551037863232999,500,0.0,0.0,0.0,0.0,0.016,0.0,0.0,0.0,0.016,0.0,0.0,1.0,0.0,0.0,0.0,0.10699781566803034
M4_1_baseline,0.06,22,22,36.721976801687696,500,0.0,0.0,0.0,0.006,0.936,0.0,0.0,0.0,0.936,0.0,0.0,1.0,0.0,0.0,0.0,0.1120276089319063
M4_1_baseline,0.06,23,23,58.11664153902471,500,0.0,0.0,0.0,0.008,0.95,0.0,0.0,0.0,0.95,0.0,0.0,1.0,0.0,0.0,0.0,0.08897283525139117
M4_1_baseline,0.06,24,24,2107.3025223699524,500,1.0,39.54278983785823,4.678796023007547,0.008,0.008,0.028,0.9,1.0,0.936,0.2857142857142857,0.008547008547008548,0.9914529914529915,0.0,0.0,0.0,0.008310247225453848
M4_1_baseline,0.06,25,25,46.22330582355181,500,0.0,62.31105440541854,6.853672548737889,0.096,0.062,0.232,0.008,0.0,0.302,0.22413793103448276,0.17218543046357615,0.8278145695364238,0.0,0.0,0.0,0.023818742190304335
M4_1_baseline,0.06,26,26,2063.4723541319404,500,1.0,38.908897362958854,5.322309809263568,0.008,0.012,0.03,0.894,1.0,0.936,0.4,0.01282051282051282,0.9871794871794872,0.0,0.0,0.0,0.007025157538697115
M4_1_baseline,0.06,27,27,2106.7470196747486,500,1.0,30.25207554085795,5.440545056626561,0.002,0.01,0.036,0.926,1.0,0.972,0.5555555555555556,0.0205761316872428,0.9794238683127572,0.0,0.0,0.0,0.01034591549697598
M4_1_baseline,0.06,28,28,2087.3774706327476,500,1.0,44.750572591433546,7.715168499613026,0.004,0.008,0.024,0.93,1.0,0.962,0.3333333333333333,0.008316008316008316,0.9916839916839917,0.0,0.0,0.0,0.016240074979141945
M4_1_baseline,0.06,29,29,248.22318124685532,500,0.0,44.460438199460164,1.6318454329277194,0.018,0.014,0.034,0.108,1.0,0.156,0.35294117647058826,0.07692307692307693,0.9230769230769231,0.0,0.0,0.0,0.02247200512424488
M4_1_repl0,0.06,0,0,33.936633243941635,500,0.0,43.047290764498385,0.2751961647613764,0.052,0.018,0.032,0.012,0.0,0.062,0.4375,0.22580645161290322,0.7741935483870968,0.0,0.0,0.0,0.019428541268622042
M4_1_repl0,0.06,1,1,54.69363697515296,500,0.0,0.0,0.0,0.004,0.962,0.0,0.0,0.0,0.962,0.0,0.0,1.0,0.0,0.0,0.0,0.09015166782279829
M4_1_repl0,0.06,2,2,2092.3763747115117,500,1.0,44.61972405952674,6.415386699931121,0.002,0.008,0.036,0.938,1.0,0.982,0.3333333333333333,0.012219959266802444,0.9877800407331976,0.0,0.0,0.0,0.002022333940566384
M4_1_repl0,0.06,3,3,1725.5092377734984,500,1.0,60.11710169083801,9.230496442978914,0.004,0.008,0.074,0.864,1.0,0.946,0.2702702702702703,0.021141649048625793,0.9788583509513742,0.0,0.0,0.0,0.0018424821498115899
M4_1_repl0,0.06,4,4,1.4258395711261658,500,0.0,0.0,0.0,0.048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.18697309152709823
M4_1_repl0,0.06,5,5,62.98253740124874,500,0.0,0.0,0.0,0.0,0.91,0.016,0.0,0.0,0.926,0.0,0.0,1.0,0.0,0.0,0.0,0.06643368715080712
M4_1_repl0,0.06,6,6,1.338576324190386,500,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.20563895817676478
M4_1_repl0,0.06,7,7,4.857537781726503,500,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1549058125703376
M4_1_repl0,0.06,8,8,2053.7326498731554,500,1.0,45.62046299991406,6.369719813570879,0.0,0.01,0.028,0.93,1.0,0.968,0.5,0.014462809917355372,0.9855371900826446,0.0,0.0,0.0,0.0058376222858358565
M4_1_repl0,0.06,9,9,52.836913632317426,500,0.0,0.0,0.0,0.004,0.96,0.0,0.0,0.0,0.96,0.0,0.0,1.0,0.0,0.0,0.0,0.09443159769010594
M4_1_repl0,0.06,10,10,1729.335513690311,500,1.0,58.76928525140637,9.021565350516148,0.014,0.008,0.17,0.78,1.0,0.958,0.6470588235294118,0.11482254697286012,0.8851774530271399,0.0,0.0,0.0,0.00735872324338381
M4_1_repl0,0.06,11,11,2078.7140116589885,500,1.0,53.00638001238889,5.484971743739723,0.002,0.01,0.028,0.932,1.0,0.97,0.2857142857142857,0.008247422680412371,0.9917525773195877,0.0,0.0,0.0,0.008539447457773535
M4_1_repl0,0.06,12,12,21.97703049075977,500,0.0,77.12299647735476,0.981814348348561,0.06,0.026,0.062,0.008,0.0,0.096,0.5161290322580645,0.3333333333333333,0.6666666666666667,0.0,0.0,0.0,0.01827650362220084
M4_1_repl0,0.06,13,13,2145.6779905931453,500,1.0,36.22994597868056,7.75734425695514,0.032,0.008,0.032,0.948,1.0,0.988,0.625,0.020242914979757085,0.979757085020243,0.0,0.0,0.0,0.004770231849887133
M4_1_repl0,0.06,14,14,805.7732781122762,500,0.0,44.61858630303753,2.8631357758159597,0.11,0.01,0.03,0.346,1.0,0.386,0.4666666666666667,0.03626943005181347,0.9637305699481865,0.0,0.0,0.0,0.009205604947806485
M4_1_repl0,0.06,15,15,2036.1385545894807,500,1.0,27.79933720286921,5.178834687571835,0.004,0.014,0.03,0.91,1.0,0.954,0.13333333333333333,0.0041928721174004195,0.9958071278825996,0.0,0.0,0.0,0.012768120263206067
M4_1_repl0,0.06,16,16,1507.3623171236657,500,0.0,65.40342623071261,7.282596385603382,0.06,0.004,0.036,0.724,1.0,0.764,0.6111111111111112,0.028795811518324606,0.9712041884816754,0.0,0.0,0.0,0.008192465036542126
M4_1_repl0,0.06,17,17,55.589986468418026,500,0.0,100.9143350450752,4.459934160157442,0.128,0.01,0.27,0.012,0.0,0.292,0.5777777777777777,0.5342465753424658,0.4657534246575342,0.0,0.0,0.0,0.014160133976354468
M4_1_repl0,0.06,18,18,164.12075734884468,500,0.0,79.75486275478676,27.12406631269086,0.04,0.008,0.966,0.014,0.0,0.988,0.7867494824016563,0.7692307692307693,0.23076923076923073,0.0,0.0,0.0,0.025827855297375364
M4_1_repl0,0.06,19,19,2094.0481677581356,500,1.0,21.44355382048544,11.883882377859988,0.0,0.008,0.03,0.938,1.0,0.976,0.26666666666666666,0.00819672131147541,0.9918032786885246,0.0,0.0,0.0,0.011764320795030087
M4_1_repl0,0.06,20,20,29.759500479825117,500,0.0,32.6665263780053,0.9674415141847432,0.008,0.04,0.084,0.014,0.0,0.138,0.38095238095238093,0.2318840579710145,0.7681159420289855,0.0,0.0,0.0,0.02684886112457367
M4_1_repl0,0.06,21,21,0.47777587012125233,500,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.23774395453802472
M4_1_repl0,0.06,22,22,2109.508073628126,500,1.0,36.44331903223888,9.101285415147647,0.022,0.026,0.018,0.942,1.0,0.986,0.4444444444444444,0.008113590263691683,0.9918864097363083,0.0,0.0,0.0,0.0049694155440031
M4_1_repl0,0.06,23,23,152.220413436555,500,0.0,93.7467630235846,2.38220010709703,0.056,0.014,0.022,0.108,1.0,0.144,0.09090909090909091,0.013888888888888888,0.9861111111111112,0.0,0.0,0.0,0.02088752398905156
M4_1_repl0,0.06,24,24,1160.4935333617038,500,0.0,89.96418812756781,12.496452575632766,0.072,0.024,0.192,0.524,1.0,0.74,0.2708333333333333,0.07027027027027027,0.9297297297297298,0.0,0.0,0.0,0.007381068247200525
M4_1_repl0,0.06,25,25,2032.6232723548162,500,1.0,30.243314995031003,5.899404138474579,0.0,0.008,0.042,0.912,1.0,0.962,0.42857142857142855,0.018711018711018712,0.9812889812889813,0.0,0.0,0.0,0.01071766885808997
M4_1_repl0,0.06,26,26,29.365077491614386,500,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.12838928347062714
M4_1_repl0,0.06,27,27,2152.5553060302113,500,1.0,81.26470737426098,7.212820768589017,0.008,0.01,0.024,0.956,1.0,0.99,0.3333333333333333,0.00808080808080808,0.9919191919191919,0.0,0.0,0.0,0.007142879792558272
M4_1_repl0,0.06,28,28,2112.5650698132226,500,1.0,11.668554821246534,6.804063036687204,0.002,0.006,0.028,0.944,1.0,0.978,0.07142857142857142,0.002044989775051125,0.9979550102249489,0.0,0.0,0.0,0.010099107304092204
M4_1_repl0,0.06,29,29,165.7250412844423,500,0.0,64.209626114032,6.885381520067542,0.0,0.008,0.948,0.0,0.0,0.956,0.4388185654008439,0.4351464435146444,0.5648535564853556,0.0,0.0,0.0,0.0081455887381653
